RD_NAME,RN_ID,SZ_ID,SUBZONE_N,PA_ID,PLN_AREA_N,flood_scenario
Yishun Avenue 2,29098,219,YISHUN CENTRAL,55,YISHUN,V3_future_highest60mins
Yishun Avenue 1,29410,306,YISHUN EAST,55,YISHUN,V3_future_highest60mins
Seletar West Link,28153,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Expressway,15630,304,WOODLANDS SOUTH,33,WOODLANDS,V3_future_highest60mins
,29077,219,YISHUN CENTRAL,55,YISHUN,V3_future_highest60mins
Yishun Avenue 6,29421,306,YISHUN EAST,55,YISHUN,V3_future_highest60mins
Yishun Ring Road,15330,265,KHATIB,55,YISHUN,V3_future_highest60mins
Yishun Avenue 2,29144,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 6,29409,306,YISHUN EAST,55,YISHUN,V3_future_highest60mins
Seletar West Link,33242,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Woodlands Avenue 12,20423,304,WOODLANDS SOUTH,33,WOODLANDS,V3_future_highest60mins
Yishun Avenue 4,26656,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Sungei Kadut Street 4,14616,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 1,14617,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Seletar Expressway,21440,304,WOODLANDS SOUTH,33,WOODLANDS,V3_future_highest60mins
Yishun Avenue 4,30751,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 1,26281,306,YISHUN EAST,55,YISHUN,V3_future_highest60mins
Lim Chu Kang Road,14812,311,LIM CHU KANG,23,LIM CHU KANG,V3_future_highest60mins
Sungei Kadut Street 4,14620,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Seletar Expressway,15629,304,WOODLANDS SOUTH,33,WOODLANDS,V3_future_highest60mins
Seletar Expressway,20425,304,WOODLANDS SOUTH,33,WOODLANDS,V3_future_highest60mins
Yishun Avenue 1,26283,306,YISHUN EAST,55,YISHUN,V3_future_highest60mins
Yishun Avenue 1,29408,306,YISHUN EAST,55,YISHUN,V3_future_highest60mins
Neo Tiew Road,14882,311,LIM CHU KANG,23,LIM CHU KANG,V3_future_highest60mins
Sungei Kadut Street 1,14621,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Seletar Expressway,13127,304,WOODLANDS SOUTH,33,WOODLANDS,V3_future_highest60mins
Yishun Avenue 2,29085,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 1,30836,306,YISHUN EAST,55,YISHUN,V3_future_highest60mins
Neo Tiew Lane 2,33255,311,LIM CHU KANG,23,LIM CHU KANG,V3_future_highest60mins
Yishun Avenue 1,30838,306,YISHUN EAST,55,YISHUN,V3_future_highest60mins
Lim Chu Kang Road,14817,311,LIM CHU KANG,23,LIM CHU KANG,V3_future_highest60mins
Lim Chu Kang Lane 1A,33257,311,LIM CHU KANG,23,LIM CHU KANG,V3_future_highest60mins
Sungei Kadut Loop,14644,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Seletar North Link,29677,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Sungei Kadut Loop,14652,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Drive,26856,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Neo Tiew Road,14879,311,LIM CHU KANG,23,LIM CHU KANG,V3_future_highest60mins
Sungei Kadut Drive,14646,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,24077,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Sungei Kadut Street 1,14624,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 1,14619,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,32967,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Street 41,32973,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Street 41,29441,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Seletar North Link,24078,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Seletar Expressway,21415,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Yishun Ring Road,29150,265,KHATIB,55,YISHUN,V3_future_highest60mins
,32971,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Northshore Drive,43060,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Yishun Street 41,30833,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Road 2,29805,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Yishun Street 61,35433,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Ring Road,29062,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
,22890,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Street 61,29142,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
,30832,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 1,30831,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 2,37201,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Ring Road,15343,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Ring Road,29146,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
,15349,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 4,32950,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
,32949,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Ring Road,32951,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 1,30837,216,LOWER SELETAR,55,YISHUN,V3_future_highest60mins
Lim Chu Kang Road,14814,311,LIM CHU KANG,23,LIM CHU KANG,V3_future_highest60mins
Neo Tiew Road,14878,311,LIM CHU KANG,23,LIM CHU KANG,V3_future_highest60mins
Woodlands Road,31732,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Woodlands Road,31679,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,21877,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
,21864,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Seletar Expressway,13126,304,WOODLANDS SOUTH,33,WOODLANDS,V3_future_highest60mins
Yishun Avenue 2,15324,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Ring Road,15355,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 4,27680,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Ring Road,30758,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Northshore Drive,40828,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Northshore Link,42324,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Punggol Way,42333,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Street 3,35177,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Yishun Avenue 4,30759,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Ring Road,30890,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
,42334,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Street 3,26858,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 3,30412,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 3,14623,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 1,14627,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,21873,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
,21872,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Seletar Expressway,13125,326,MANDAI EAST,50,MANDAI,V3_future_highest60mins
Sembawang Road,31753,265,KHATIB,55,YISHUN,V3_future_highest60mins
Seletar North Link,24076,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Northshore Drive,42321,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Punggol Way,39417,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Ponggol Seventeenth Avenue,41827,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Punggol Way,42020,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
,21868,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 3,30413,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Rasok Drive,31726,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Turf Club Avenue,21458,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Turf Club Avenue,21875,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Bukit Timah Expressway,13147,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Seletar Expressway,20418,327,NEE SOON,55,YISHUN,V3_future_highest60mins
,26678,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Punggol Way,43236,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Woodlands Road,31727,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,21457,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Lorong Lada Hitam,24508,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Sembawang Road,31785,265,KHATIB,55,YISHUN,V3_future_highest60mins
Yishun Avenue 4,30797,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
,29680,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Seletar North Link,26677,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Northshore Drive,42318,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Central,30408,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Woodlands Road,31729,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Seletar Link,29681,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Seletar North Link,26676,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Seletar North Link,25485,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Northshore Drive,42313,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Punggol Way,41828,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Street 3,14650,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 1,14622,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
"['Seletar Aerospace Avenue', 'Seletar Aerospace Road 2']",29806,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
"['Seletar Aerospace Avenue', 'Seletar Aerospace Road 2']",34120,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
"['Seletar North Link', 'Punggol North Avenue']",26679,302,PULAU PUNGGOL TIMOR,18,SELETAR,V3_future_highest60mins
Northshore Walk,42317,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Northshore Walk,42308,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Street 3,14647,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Drive,26859,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Lorong Lada Hitam,14934,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Yishun Avenue 2,26899,265,KHATIB,55,YISHUN,V3_future_highest60mins
,37202,265,KHATIB,55,YISHUN,V3_future_highest60mins
Yishun Street 81,15361,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 4,29132,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
"['Seletar Aerospace Drive', 'Punggol Barat Drive']",37003,308,PULAU PUNGGOL BARAT,18,SELETAR,V3_future_highest60mins
Northshore Walk,42307,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Loop,14655,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Drive,34764,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Lorong Lada Hitam,25490,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Mandai Road,28128,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
,13131,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Yishun Street 81,29138,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Sungei Kadut Loop,14651,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 2,14625,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 2,30407,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,31313,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Seletar Expressway,13132,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Yishun Avenue 4,15373,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Northshore Drive,33231,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Street 2,30411,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Central,35176,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Avenue,34942,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Mandai Avenue,15464,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Yishun Avenue 1,30827,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Sungei Kadut Street 2,30419,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Avenue,15468,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Mandai Avenue,28706,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Yishun Avenue 2,37203,265,KHATIB,55,YISHUN,V3_future_highest60mins
Yishun Avenue 1,24905,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Woodlands Road,17400,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Yishun Avenue 4,32952,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 4,29134,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Seletar Link,37185,262,SELETAR,18,SELETAR,V3_future_highest60mins
Seletar Link,34304,262,SELETAR,18,SELETAR,V3_future_highest60mins
Mandai Road,31568,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
,30826,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Avenue,34126,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sumang Walk,27204,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
,42305,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Yishun Avenue 1,30824,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
,32953,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Avenue,34121,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sentul Walk,43314,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Central,30418,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 2,14630,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 2,35182,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Seletar Aerospace Road 1,33234,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sungei Kadut Central,30404,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Yishun Avenue 1,29140,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
New Punggol Road,42704,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Crescent,14656,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Loop,14657,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 1,14632,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,31731,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,24636,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Yishun Avenue 1,30823,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Yishun Avenue 1,24900,268,YISHUN SOUTH,55,YISHUN,V3_future_highest60mins
Sungei Kadut Loop,14653,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,24764,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,29574,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Yishun Avenue 1,29057,265,KHATIB,55,YISHUN,V3_future_highest60mins
,24766,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,25473,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,31569,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,14937,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Yishun Avenue 1,26898,265,KHATIB,55,YISHUN,V3_future_highest60mins
Seletar Aerospace View,20466,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Punggol North Avenue,43256,217,NORTHSHORE,16,PUNGGOL,V3_future_highest60mins
Woodlands Road,13728,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,14932,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Seletar Club Road,33468,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Club Road,34494,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar West Link,32977,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace View,20471,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sumang Walk,27216,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Sentul Walk,43255,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Street 1,14628,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,24906,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,23628,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Mandai Road,14931,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Seletar West Link,26907,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace View,20469,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace View,20467,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Woodlands Road,13729,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,14953,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,28125,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Seletar Aerospace View,36523,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace View,20470,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,31088,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sentul Crescent,40277,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Sentul Walk,43317,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Street 1,14631,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Woodlands Road,24666,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,14924,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
,14925,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Bukit Timah Expressway,13140,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
,29166,265,KHATIB,55,YISHUN,V3_future_highest60mins
Seletar Aerospace View,20475,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,29803,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sungei Kadut Street 1,14662,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Woodlands Road,13727,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Bukit Timah Expressway,13141,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Bukit Timah Expressway,15638,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
,15637,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
Park Lane,24219,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
"['Hampstead Gardens', 'Old Birdcage Walk']",20473,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,24378,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,28080,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sentul Crescent,43482,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Sentul Walk,43248,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Mandai Road,14943,303,TURF CLUB,28,SUNGEI KADUT,V3_future_highest60mins
,26896,265,KHATIB,55,YISHUN,V3_future_highest60mins
Seletar Club Road,32979,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
,43318,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Sentul Crescent,43320,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Mandai Quarry Road,24907,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Quarry Road,33575,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Seletar West Link,26906,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sentul Crescent,40271,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Mandai Lake Road,36865,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Sungei Kadut Crescent,14654,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Street 1,14633,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Lake Road,20431,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
,26897,265,KHATIB,55,YISHUN,V3_future_highest60mins
Lentor Avenue,26895,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Sungei Kadut Avenue,30396,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Link,29568,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Lake Road,36866,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Sungei Kadut Avenue,14660,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Avenue,35268,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Link,29569,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
West Camp Road,24195,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
,30398,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Avenue,30403,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Lake Road,36869,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Sembawang Road,31309,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Punggol Walk,39038,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Drive,34581,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Avenue,14661,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Woodlands Road,25471,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sembawang Road,31306,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Punggol Drive,40268,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Loop,33629,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Loop,14649,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Avenue,26861,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Avenue,35267,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,14664,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Lake Road,36871,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Edgefield Plains,43384,293,PUNGGOL CANAL,16,PUNGGOL,V3_future_highest60mins
,23232,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
,26860,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Way,30400,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Sungei Kadut Avenue,14665,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Estate,13745,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Hyde Park Gate,27104,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,23416,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Choa Chu Kang Way,26863,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Sungei Kadut Way,14659,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Woodlands Road,33566,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Sembawang Road,21882,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Hyde Park Gate,23418,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Punggol Way,32976,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol Walk,42405,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol Place,38549,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol Drive,40267,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol North Avenue,43262,293,PUNGGOL CANAL,16,PUNGGOL,V3_future_highest60mins
Bayswater Road,22877,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,31087,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Way,23415,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
,32974,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Way,29746,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol Place,40897,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
,40264,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
,40265,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol North Avenue,43387,293,PUNGGOL CANAL,16,PUNGGOL,V3_future_highest60mins
