amenity_id,nearest_road_1_id,nearest_road_1_name,nearest_road_2_id,nearest_road_2_name,nearest_road_3_id,nearest_road_3_name,nearest_road_4_id,nearest_road_4_name
6b3054a1-91a3-4b84-bcd1-20fbbc7881e7,011866,ANCHORVALE DRIVE,012185,ANCHORVALE DRIVE,011848,ANCHORVALE DRIVE,011849,ANCHORVALE DRIVE
6cc4d1dd-97e4-4c72-a4c9-773ccb120bc2,018841,COMPASSVALE CRESCENT,000477,SENGKANG EAST ROAD,008447,SENGKANG EAST ROAD,000581,SENGKANG EAST ROAD
0ac5f8ba-a903-4846-a230-d1a2e4cd4c3b,053302,PUNGGOL ROAD,054093,PUNGGOL ROAD,037669,PUNGGOL ROAD,100715,PUNGGOL ROAD
7c1ba534-a3db-4613-b6ca-2f4d9ef06694,015686,ANCHORVALE LINK,014752,ANCHORVALE LINK,014753,ANCHORVALE LINK,025865,ANCHORVALE WALK
15c3800b-3eb7-4f4c-9cd5-24a4bc98cba4,026062,RIVERVALE DRIVE,027521,RIVERVALE DRIVE,027522,RIVERVALE DRIVE,026060,RIVERVALE DRIVE
3396a2ee-bc73-4288-93f8-d1a4bcbd0a3f,026072,COMPASSVALE ROAD,013684,SENGKANG EAST AVENUE,054039,SENGKANG EAST AVENUE,012566,SENGKANG EAST AVENUE
8a8ee872-29b4-4337-a7bf-ea01efe739f1,020041,COMPASSVALE STREET,018712,COMPASSVALE STREET,020369,COMPASSVALE CRESCENT,023365,COMPASSVALE STREET
8b90509d-dc0f-41bf-9e41-2e5174346944,033578,ST. ANNE'S WOOD,033575,ST. ANNE'S WOOD,033579,ST. ANNE'S WOOD,033574,ST. ANNE'S WOOD
c34f32b2-2c81-4edc-a97b-a0c7e199c69c,033553,ST. ANNE'S WOOD,033629,ST. ANNE'S WOOD,023448,SENGKANG EAST WAY,024698,SENGKANG EAST WAY
1e4b5c02-50f1-4406-94f1-6c281f0f58cd,030671,YIO CHU KANG ROAD,073004,YIO CHU KANG ROAD,035105,SIRAT PLACE,029940,YIO CHU KANG ROAD
e1ad92c7-05e8-4f6b-bf4e-83118b671836,043886,POH HUAT CRESCENT,043887,POH HUAT CRESCENT,017142,HOUGANG AVENUE 2,021801,PARK VILLAS TERRACE
c78ab66d-a116-4fdc-82b6-537173338bb4,004434,PHILLIPS AVENUE,004451,CHUAN HOE AVENUE,004436,CHUAN HOE AVENUE,004473,CHUAN HOE AVENUE
8e1d7608-dfb6-4093-ad40-48ad35417969,004452,PARRY AVENUE,028291,PARRY AVENUE,004434,PHILLIPS AVENUE,004470,CHUAN HOE AVENUE
582a1a61-eb73-48e2-b470-ad39377af1ba,048655,JALAN TANI,049808,FLORENCE ROAD,049809,FLORENCE ROAD,004100,LIM AH PIN ROAD
ae8aafce-6d93-4493-86eb-313b8af19701,018088,RIVERVALE CRESCENT,018089,RIVERVALE CRESCENT,016930,RIVERVALE CRESCENT,023448,SENGKANG EAST WAY
f0bb2250-49b2-40d3-83c5-1b406dd012e6,049269,JALAN MERDU,049235,JALAN MERDU,048522,JALAN MERDU,048542,JALAN MERDU
4d7c88a0-cb35-4303-81a6-f4a5bc9219f9,048552,JALAN MERDU,026344,PUNGGOL ROAD,030844,PUNGGOL ROAD,076316,PUNGGOL ROAD
e6751ebf-1a6e-408c-9c16-961aeffd04b1,039857,SERANGOON NORTH AVENUE 1,035549,ANG MO KIO AVENUE 3,035552,ANG MO KIO AVENUE 3,043156,ANG MO KIO AVENUE 3
3fc8be56-f368-494b-980c-d58649d55e03,004597,SERANGOON CENTRAL,004598,SERANGOON CENTRAL,004596,SERANGOON CENTRAL,004614,SERANGOON CENTRAL
0fc89689-396f-4fc3-8309-14c0db6a8e93,054181,SERANGOON AVENUE 2,054183,SERANGOON AVENUE 2,054184,SERANGOON LINK,054182,SERANGOON AVENUE 2
cacb081b-37d9-4204-a08e-b1576c8162ff,049133,SERANGOON CENTRAL,031417,LORONG LEW LIAN,056356,SERANGOON CENTRAL,049158,SERANGOON AVENUE 1
a5f00b7c-00b6-4f9d-a44c-03fadb3e4b12,043490,YIO CHU KANG ROAD,030649,SERANGOON NORTH AVENUE 4,030648,SERANGOON NORTH AVENUE 4,043493,YIO CHU KANG ROAD
e8b7a9e8-bba7-4cf1-afa4-c7188cd06c71,027786,ANG MO KIO AVENUE 3,043156,ANG MO KIO AVENUE 3,041567,ANG MO KIO AVENUE 3,043154,ANG MO KIO AVENUE 3
9b4598f5-cd17-4a43-aa08-7d23b03f55b1,005488,ANG MO KIO STREET 61,005451,ANG MO KIO AVENUE 4,005010,ANG MO KIO STREET 61,005005,ANG MO KIO AVENUE 9
c33356d9-4b88-4594-b25c-71ad32b9f281,036321,ANG MO KIO AVENUE 3,037829,ANG MO KIO AVENUE 3,037841,ANG MO KIO AVENUE 3,033732,ANG MO KIO AVENUE 3
37ebe7d6-f568-4356-bcf0-29c57ed5e917,016021,BISHAN STREET 11,016022,BISHAN STREET 11,016051,BISHAN STREET 12,016233,BISHAN STREET 12
6d6f8f18-465d-4ffe-bb4b-185cf4e4407b,022931,BRADDELL ROAD,023018,LORONG 6 TOA PAYOH,044271,BRADDELL ROAD,018120,BISHAN STREET 12
9d866832-2253-45b5-ba53-c60c32f44f2a,027103,BISHAN STREET 11,025109,BISHAN STREET 11,024499,BISHAN STREET 11,024193,BISHAN STREET 13
a3826aac-4060-44c2-93c9-dd6e0045a00e,026525,BISHAN STREET 11,024193,BISHAN STREET 13,024194,BISHAN STREET 11,023262,BISHAN STREET 13
b5911955-98b5-4c13-bcb1-4d25f0cf166b,017666,BISHAN STREET 11,017667,BISHAN STREET 11,017669,BISHAN STREET 12,017668,BISHAN STREET 11
bc4c5c81-3e2c-4619-96f8-65a955d4f626,024193,BISHAN STREET 13,024229,BISHAN STREET 13,024246,BISHAN STREET 14,024228,BISHAN STREET 13
20fc7135-b55a-4a0b-9644-b5e50a3f3213,024193,BISHAN STREET 13,024229,BISHAN STREET 13,024246,BISHAN STREET 14,024228,BISHAN STREET 13
da6cbf3f-b4a7-48bd-b328-cca05957dfe7,000341,BISHAN STREET 22,050079,BISHAN STREET 22,050304,BISHAN STREET 22,050305,BISHAN STREET 22
ebe35d0f-8942-4803-9299-0fe745f3dad4,035568,MARYMOUNT ROAD,048912,BISHAN STREET 24,048889,BISHAN STREET 24,033811,SECTOR B SIN MING INDUSTRIAL ESTATE
3023df3c-8c64-4545-b06c-e450f442a9c9,019384,MARYMOUNT ROAD,019397,MARYMOUNT ROAD,030594,MARYMOUNT ROAD,021254,MARYMOUNT ROAD
e7fe3615-7be8-4448-b038-1f39e186309e,050308,SIN MING AVENUE,009109,LORONG PUNTONG,050309,SIN MING AVENUE,050310,SIN MING AVENUE
ea89c638-ee33-490e-834f-b84a63ce4d5c,026523,BISHAN STREET 13,026524,BISHAN STREET 13,016022,BISHAN STREET 11,024258,BISHAN STREET 13
e8a904df-0237-4a58-90d6-501c80dde5d1,053363,BRIGHT HILL DRIVE,005161,BRIGHT HILL DRIVE,004459,BRIGHT HILL DRIVE,043648,FULTON ROAD
3a1657a4-9517-4f35-a451-66b9975f4d20,053363,BRIGHT HILL DRIVE,005161,BRIGHT HILL DRIVE,004459,BRIGHT HILL DRIVE,043648,FULTON ROAD
c742e307-91f2-4b59-8ded-d8fd6e9e7329,005176,SIN MING LANE,053657,BRIGHT HILL DRIVE,004459,BRIGHT HILL DRIVE,014727,BRIGHT HILL CRESCENT
1ed1a551-5a1a-41f3-85d9-ccf61d115c60,005176,SIN MING LANE,053657,BRIGHT HILL DRIVE,004459,BRIGHT HILL DRIVE,014727,BRIGHT HILL CRESCENT
44c1605f-0428-4de9-8b6e-665fcb3a73d0,005176,SIN MING LANE,053657,BRIGHT HILL DRIVE,004459,BRIGHT HILL DRIVE,014727,BRIGHT HILL CRESCENT
bacd54ba-8f3b-439f-9309-a79c07f04683,045152,WESTLAKE AVENUE,058410,THOMSON ROAD,054935,THOMSON ROAD,027102,THOMSON ROAD
9a867dd2-64dc-4060-bd27-a975e87dcc34,021651,THOMSON WALK,012795,SEMBAWANG HILLS DRIVE,013024,SEMBAWANG HILLS DRIVE,012977,SEMBAWANG HILLS DRIVE
c67bc803-d150-4459-b804-15878f1459e8,005435,THOMSON TERRACE,005471,THOMSON HILLS DRIVE,005492,THOMSON TERRACE,005493,THOMSON HILLS DRIVE
69f6e80a-1268-4957-84b9-c69cd9eaccd7,025389,SIN MING ROAD,025390,SIN MING ROAD,025412,SIN MING ROAD,025414,SIN MING ROAD
f3c8faa5-f8f2-43c9-a4be-5757dc6e6b91,033800,PEMIMPIN PLACE,022699,PEMIMPIN PLACE,036960,PEMIMPIN TERRACE,022700,PEMIMPIN PLACE
76605b99-1180-4fa8-9bc3-03516250d7b6,019573,PEMIMPIN PLACE,003032,PEMIMPIN PLACE,020618,PEMIMPIN PLACE,020619,PEMIMPIN PLACE
339db2aa-9598-4578-8ecc-444f019dcd4e,009128,LORONG PUNTONG,048296,LORONG PUNTONG,048297,LORONG PUNTONG,034567,THE INGLEWOOD
be476fa2-1b53-4775-9991-dfd6f0f35f13,039031,JALAN PEMIMPIN,022631,JALAN PEMIMPIN,023379,JALAN PEMIMPIN,028451,JALAN PEMIMPIN
9124a8fc-7c95-4295-89de-cc8d80ce2cb1,020571,JALAN PEMIMPIN,022631,JALAN PEMIMPIN,028451,JALAN PEMIMPIN,023379,JALAN PEMIMPIN
e231ce4f-ba7d-4e13-a9f5-84485e53e1cf,007461,BINCHANG RISE,007495,BINCHANG RISE,007462,BINCHANG RISE,007463,BINCHANG RISE
ed372f73-6aaa-4ae1-9546-08de90c3f137,058782,UPPER BUKIT TIMAH ROAD,058786,UPPER BUKIT TIMAH ROAD,038943,JALAN ANAK BUKIT,058760,UPPER BUKIT TIMAH ROAD
750231cd-4672-482c-95ca-c0d7f9338da4,026177,JALAN JAMBU AYER,030471,JALAN JAMBU AYER,029596,DUNEARN ROAD,044250,DUNEARN ROAD
15862674-6605-4ffe-98b6-bfc44f4b7480,011520,TOH YI ROAD,011521,TOH YI ROAD,010045,TOH YI ROAD,010046,TOH YI ROAD
99421844-1d28-4283-a06a-7ca19f872488,047304,JALAN JURONG KECHIL,012221,JALAN JURONG KECHIL,045263,JALAN JURONG KECHIL,042272,JALAN JURONG KECHIL
44da8b9e-9ce5-4be2-b7ea-1362e6206a2a,048581,WOODLANDS STREET 83,048580,WOODLANDS STREET 83,048289,WOODLANDS STREET 83,049483,WOODLANDS AVENUE 7
9de84822-77d5-431e-b977-c999e833c4c8,049502,WOODLANDS AVENUE 7,049483,WOODLANDS AVENUE 7,048580,WOODLANDS STREET 83,051120,WOODLANDS AVENUE 7
d7e4f1a2-5018-441a-9de5-61661ccfa2d6,046477,WOODLANDS AVENUE 9,045645,WOODLANDS AVENUE 9,046506,WOODLANDS AVENUE 9,046283,WOODLANDS AVENUE 9
9ed385bb-c928-46d5-8e4c-7182d03496d0,048650,WOODLANDS STREET 31,048651,WOODLANDS STREET 31,011421,WOODLANDS AVENUE 1,048652,WOODLANDS STREET 31
e58f71ac-1dbc-4ab6-b841-493db3b92770,016206,WOODLANDS DRIVE 14,009661,WOODLANDS DRIVE 14,009662,WOODLANDS DRIVE 43,009663,WOODLANDS DRIVE 14
9dfa9f8c-2403-40b0-947c-e4239a9ed721,010109,WOODLANDS CIRCLE,027732,WOODLANDS AVENUE 6,043120,WOODLANDS AVENUE 6,041980,WOODLANDS AVENUE 6
83efc9ff-70fa-46b4-9640-8845b084d31b,046534,BUKIT BATOK STREET 33,025838,BUKIT BATOK WEST AVENUE 4,046562,BUKIT BATOK STREET 33,023551,BUKIT BATOK WEST AVENUE 4
8b8a4e57-3601-4f0e-afe3-f7441d408726,025125,BUKIT BATOK WEST AVENUE 5,046536,BUKIT BATOK STREET 34,023583,BUKIT BATOK WEST AVENUE 5,046523,BUKIT BATOK STREET 34
619789db-05b9-4a90-985d-fac3100a00bd,023604,BUKIT BATOK STREET 31,025125,BUKIT BATOK WEST AVENUE 5,025103,BUKIT BATOK WEST AVENUE 5,009207,BUKIT BATOK STREET 31
616633a1-f7f7-4975-967d-999ac06d71c3,023604,BUKIT BATOK STREET 31,023575,BUKIT BATOK STREET 31,023577,BUKIT BATOK WEST AVENUE 5,023576,BUKIT BATOK STREET 31
15c4a63a-637e-4cd1-ba0c-28ddc802bc56,023536,BUKIT BATOK WEST AVENUE 4,023546,BUKIT BATOK WEST AVENUE 4,046562,BUKIT BATOK STREET 33,023551,BUKIT BATOK WEST AVENUE 4
0086f01e-1144-4374-8953-8695a1d18e92,025838,BUKIT BATOK WEST AVENUE 4,023551,BUKIT BATOK WEST AVENUE 4,023546,BUKIT BATOK WEST AVENUE 4,046562,BUKIT BATOK STREET 33
f6ee7e04-ba00-4464-b693-2e7febd45be5,067137,EUNOS ROAD 8,002738,PAYA LEBAR ROAD,002116,PAYA LEBAR ROAD,049919,EUNOS AVENUE 5
f651307b-7230-4c23-9d36-81f57d15c0c4,030289,UBI LINK,055181,UBI LINK,043983,UBI AVENUE 3,055166,UBI LINK
5a8b982f-3f51-4d7f-b0fc-f5c788d5e8e4,030289,UBI LINK,055181,UBI LINK,043983,UBI AVENUE 3,055166,UBI LINK
d2a8a8aa-c156-4fed-86a7-326d5705b48c,044522,UBI AVENUE 1,094496,UBI AVENUE 1,055167,UBI AVENUE 1,094497,UBI AVENUE 1
239776b1-7b1b-4852-9e95-c9f348724278,053446,PAYA LEBAR ROAD,055207,AIRPORT ROAD,053438,PAYA LEBAR ROAD,053483,PAYA LEBAR ROAD
e04bf8cc-484c-48a9-a790-c1dcff76782d,037020,EUNOS AVENUE 3,038331,EUNOS AVENUE 3,038821,EUNOS AVENUE 3,037225,EUNOS ROAD 4
4c2d5204-9b9e-4771-9c15-d8f71c855367,029275,LORONG SARINA,029273,LORONG SARINA,041712,LORONG SARINA,029271,LORONG SARINA
7b82ef6c-b080-46ea-82d3-9a18dfb01165,034107,LORONG MARZUKI,041534,LORONG MELAYU,050889,LORONG MARZUKI,032451,LORONG MARZUKI
75a93ff8-f15a-48d9-9c09-0a5caa1cf05b,029240,LENGKONG DUA,046104,LENGKONG TIGA,044422,LENGKONG TIGA,003350,JALAN DAUD
533691ba-259c-4468-93bd-182f65f5b3b0,036324,KAKI BUKIT AVENUE 1,038046,KAKI BUKIT AVENUE 1,041445,KAKI BUKIT ROAD 1,038319,KAKI BUKIT AVENUE 1
a6ac9092-7f8d-418f-9948-47e5dceecb4e,026471,JALAN MASJID,026489,JALAN MASJID,028032,JALAN MASJID,026487,JALAN MASJID
58794d15-011f-446d-9197-3a4e0b12d1ed,053508,JALAN YASIN,053507,JALAN YASIN,015974,JALAN YASIN,053506,JALAN YASIN
62586c1f-d7fc-4911-a185-7d54d3688a18,050167,LORONG 1 TOA PAYOH,049876,LORONG 1 TOA PAYOH,050181,LORONG 1 TOA PAYOH,050175,LORONG 1 TOA PAYOH
a91af6f1-bdaa-429c-a8d4-8f75dc30d2df,022977,KIM KEAT LINK,024339,LORONG 6 TOA PAYOH,024331,LORONG 6 TOA PAYOH,031871,KIM KEAT LINK
317e7173-578a-4ed8-b757-8b1cebf59b53,042381,TOA PAYOH EAST,042731,TOA PAYOH EAST,042354,TOA PAYOH EAST,042339,TOA PAYOH EAST
fae1041d-0692-45b0-9ee3-fa751b06e4ab,019604,LORONG 6 TOA PAYOH,041401,LORONG 2 TOA PAYOH,022622,LORONG 2 TOA PAYOH,029486,LORONG 2 TOA PAYOH
d79d7728-98c7-4020-8a91-e612e98aae12,041333,LORONG 7 TOA PAYOH,024389,LORONG 7 TOA PAYOH,041850,LORONG 7 TOA PAYOH,030422,LORONG 7 TOA PAYOH
c45a9209-0c15-4b2a-b16b-96b3990c3aa8,045823,PETIR ROAD,039692,PETIR ROAD,045806,PETIR ROAD,002975,JELEBU ROAD
5d08f53b-894b-46fe-aa83-42a0638b6247,048394,BUKIT PANJANG ROAD,048359,BUKIT PANJANG ROAD,048358,BUKIT PANJANG ROAD,048357,BUKIT PANJANG ROAD
87eb3991-d987-46c0-ba54-60b6671576e4,042895,SAUJANA ROAD,038863,SAUJANA ROAD,046387,FAJAR ROAD,043290,SAUJANA ROAD
4d153dab-8361-48c2-b8aa-ceeec8d8f967,003335,BUKIT PANJANG RING ROAD,050943,BUKIT PANJANG RING ROAD,016112,BUKIT PANJANG RING ROAD,046387,FAJAR ROAD
7bb89595-9c44-4e99-8609-7d48b20d4ea7,046387,FAJAR ROAD,044780,SERVICE ROAD,042933,FAJAR ROAD,038864,FAJAR ROAD
ed8a9244-e78c-490a-b147-d766d05ed55e,044769,JELAPANG ROAD,007866,BUKIT PANJANG RING ROAD,018734,BUKIT PANJANG RING ROAD,035385,SENJA ROAD
3a9d800f-d993-4bda-9f94-424fbecaabf5,038210,SENJA ROAD,038375,SENJA ROAD,000743,SENJA WAY,038374,SENJA ROAD
0c629ffa-42d3-4c5c-867b-f2a2802a57ad,039586,FAJAR ROAD,038883,FAJAR ROAD,038882,SAUJANA ROAD,038864,FAJAR ROAD
17a93014-982e-4385-adf1-452d9a4526fd,044769,JELAPANG ROAD,000667,JELAPANG ROAD,000665,JELAPANG ROAD,000736,SAUJANA ROAD
7af1886b-a1ea-4d26-907f-e4d888eab104,045378,BUKIT PANJANG ROAD,033244,BUKIT PANJANG ROAD,084476,BUKIT PANJANG ROAD,000878,JELEBU ROAD
da3dd44d-05c8-4ade-8d72-817cc1d703e7,009284,ALMOND AVENUE,015074,ALMOND CRESCENT,016426,ALMOND AVENUE,024918,ALMOND CRESCENT
9eb300cc-3386-480e-bb07-b4dcf2592c86,084475,JELEBU ROAD,084487,JELEBU ROAD,036880,JELEBU ROAD,084486,JELEBU ROAD
81019145-7b3f-42af-96d7-b0f40cb163a8,024002,JALAN PAKIS,007407,JALAN SUASA,003297,JALAN PAKIS,004737,JALAN SUASA
5fc1ca81-af44-401e-a82b-317afb7deca4,033889,CHESTNUT DRIVE,033890,CHESTNUT DRIVE,033934,CHESTNUT DRIVE,033935,CHESTNUT LANE
ffedaa10-3045-4c66-b84d-e0338668fefe,013727,CASHEW TERRACE,016745,CASHEW ROAD,013724,CASHEW TERRACE,007603,CASHEW ROAD
bab85b4e-4cf4-4abf-859b-6703d11d7646,058003,TECK WHYE CRESCENT,057987,TECK WHYE CRESCENT,054022,STAGMONT ROAD,057996,TECK WHYE CRESCENT
3934a00f-612c-4c3b-83b8-00188ffda89c,015516,TECK WHYE LANE,015597,TECK WHYE LANE,031196,TECK WHYE LANE,031133,TECK WHYE LANE
ae5b5c8f-8312-40dc-8169-5085a74f9030,015597,TECK WHYE LANE,000176,CHOA CHU KANG WAY,000170,CHOA CHU KANG GROVE,000175,CHOA CHU KANG WAY
0d236997-cecc-4405-81f9-4baa0b269995,048595,JALAN LENGKOK SEMBAWANG,048596,JALAN LENGKOK SEMBAWANG,048560,JALAN LENGKOK SEMBAWANG,048561,JALAN LENGKOK SEMBAWANG
b38dc6c0-96ce-4f1a-a2cf-c6ab5df6a0aa,014821,SEMBAWANG ROAD,014822,SEMBAWANG ROAD,025214,QUEEN'S AVENUE,044889,ST. HELENA ROAD
494e5262-ebc0-4233-861f-64a580c6480e,014023,YISHUN AVENUE 5,015287,YISHUN AVENUE 5,023069,YISHUN AVENUE 5,023151,YISHUN RING ROAD
1d6cfbec-9e3f-4267-ad4c-937e77df0b22,001045,YISHUN AVENUE 7,001058,CANBERRA DRIVE,001049,YISHUN AVENUE 7,001046,CANBERRA DRIVE
a4980f43-f503-4b03-841b-d55b2d0e2b2c,050145,YISHUN CENTRAL,050146,YISHUN CENTRAL,000207,YISHUN AVENUE 9,000198,YISHUN AVENUE 9
1f692b40-da13-4bb7-b1c1-338b877225e8,049375,YISHUN RING ROAD,004367,YISHUN STREET 22,004545,YISHUN STREET 21,004366,YISHUN STREET 22
0f4f5e24-f204-4492-aa39-c770ca248800,025956,YISHUN AVENUE 7,025992,YISHUN AVENUE 7,038391,YISHUN INDUSTRIAL PARK A,025993,YISHUN AVENUE 7
209fb918-c25a-4876-98a2-2e15aca6d0f6,035381,YISHUN RING ROAD,035417,YISHUN RING ROAD,035435,YISHUN RING ROAD,035416,YISHUN RING ROAD
c1a65f34-08bc-4622-89a4-57a39ec83677,035381,YISHUN RING ROAD,050248,YISHUN RING ROAD,023746,YISHUN STREET 31,050247,YISHUN RING ROAD
e2a3e45b-291d-49d3-90a9-631554902e06,035381,YISHUN RING ROAD,033749,YISHUN AVENUE 6,033766,YISHUN AVENUE 6,032356,YISHUN AVENUE 6
36a09f77-0210-4585-9cc2-8a828599f601,055654,YISHUN AVENUE 11,055658,YISHUN AVENUE 11,055660,YISHUN AVENUE 11,055659,YISHUN AVENUE 11
b19e846c-0a62-4187-8f1e-50fedc73470e,027546,YISHUN STREET 41,027632,YISHUN STREET 41,027536,YISHUN STREET 41,027597,YISHUN STREET 41
40af8e7d-6b57-49d6-8f1a-1eb35f6bcbc4,054841,YISHUN AVENUE 1,032075,YISHUN AVENUE 1,025953,YISHUN AVENUE 4,054844,YISHUN AVENUE 1
a0d68849-9b15-4c2f-8e2a-a213f9d77aa3,052451,YISHUN AVENUE 2,051706,YISHUN STREET 61,020315,YISHUN AVENUE 2,052943,YISHUN AVENUE 2
a637d7b3-1679-49a1-a71f-0119f66200ee,031604,YISHUN AVENUE 4,031643,YISHUN AVENUE 4,031606,YISHUN AVENUE 4,054846,YISHUN AVENUE 4
3dd7f85e-8194-447f-8308-6d86ac79277f,024876,YISHUN AVENUE 5,003983,YISHUN AVENUE 5,023071,YISHUN AVENUE 5,030716,YISHUN RING ROAD
0be73553-98b1-4115-a2bf-2d8d191669e6,006223,YISHUN STREET 71,004760,YISHUN STREET 71,004522,YISHUN AVENUE 3,004521,YISHUN AVENUE 3
66fd355e-58dc-4e7d-bebd-47eae6f83db4,055604,YISHUN STREET 81,033556,YISHUN STREET 81,033597,YISHUN STREET 81,020377,YISHUN AVENUE 2
501cd2c3-5264-496a-a1ec-eb8876dc6eb7,055617,YISHUN RING ROAD,033554,YISHUN RING ROAD,033555,YISHUN RING ROAD,033338,YISHUN RING ROAD
cc6b5ea6-dd7d-45c9-83a2-769c11e27a08,055604,YISHUN STREET 81,055602,YISHUN STREET 81,051039,YISHUN AVENUE 4,025514,YISHUN AVENUE 4
4004a433-5320-4166-b62b-dfe2cc83d530,055604,YISHUN STREET 81,033556,YISHUN STREET 81,033597,YISHUN STREET 81,052820,YISHUN AVENUE 1
e15f9298-a89d-4154-b4ce-3d30cf1a07d0,057102,YISHUN CENTRAL 1,008540,YISHUN AVENUE 2,052438,YISHUN AVENUE 2,023137,YISHUN CENTRAL SERVICE ROAD
39ad14d2-5dfa-44d0-a734-17dc787fdce2,016251,YISHUN AVENUE 11,033156,YISHUN AVENUE 11,046121,YISHUN CENTRAL,016250,YISHUN AVENUE 11
2e6567d5-fa32-4942-8a2e-8f33b6f2e95a,003983,YISHUN AVENUE 5,003977,YISHUN AVENUE 5,003978,YISHUN AVENUE 5,024876,YISHUN AVENUE 5
fd6feaf5-b835-474d-a808-21bc3215c59d,002085,SEMBAWANG ROAD,002016,SEMBAWANG ROAD,001790,SEMBAWANG ROAD,015605,SEMBAWANG ROAD
bb38319c-2902-4968-806b-507e54910240,054841,YISHUN AVENUE 1,054844,YISHUN AVENUE 1,054843,YISHUN AVENUE 1,050783,YISHUN AVENUE 4
99e14591-c0ab-4898-bf97-d9c4cfbf6032,055608,YISHUN RING ROAD,055585,YISHUN RING ROAD,025954,YISHUN AVENUE 4,055651,YISHUN AVENUE 4
2d41d1d5-406c-4626-aaee-1a9cf6c47d72,009383,YISHUN AVENUE 6,032537,YISHUN INDUSTRIAL STREET 1,017146,YISHUN INDUSTRIAL STREET 1,016151,YISHUN INDUSTRIAL STREET 1
6602c537-ac7c-4839-a125-2960ee6a1416,034347,ORCHID CLUB ROAD,054841,YISHUN AVENUE 1,032075,YISHUN AVENUE 1,043734,ORCHID CLUB ROAD
0f4d7ead-0251-4d9a-99d7-78690adcdd1b,003623,JALAN SHAER,003625,JALAN HIKAYAT,003611,JALAN SHAER,003605,JALAN PANTUN
180b8b84-74f2-45e0-9713-fd0d5b9725fd,009173,JALAN CHERPEN,012343,JALAN HIKAYAT,025335,JALAN SAJAK,025583,JALAN CHERPEN
e36cc167-d98b-474b-8977-463b19858f2c,009173,JALAN CHERPEN,025335,JALAN SAJAK,015398,JALAN CHERPEN,025583,JALAN CHERPEN
ea565abf-c17e-4729-bcea-7243853ede6e,057709,SPRINGSIDE AVENUE,016823,SPRINGSIDE GREEN,001800,SEMBAWANG ROAD,036150,NEE SOON ROAD
560b3ff3-4374-4437-85c3-e2729741a7a3,048985,TAGORE DRIVE,048882,TAGORE INDUSTRIAL AVENUE,048984,TAGORE DRIVE,049090,TAGORE DRIVE
847ade1f-23bf-4a6d-9f0a-f3b872e04490,014266,TAGORE LANE,013584,TAGORE LANE,014791,TAGORE LANE,014807,TAGORE LANE
de05dc9b-8dc0-49a4-b243-30881d5726c6,024674,GERALD DRIVE,026192,GERALD DRIVE,021079,GERALD DRIVE,037196,EATON WALK
3beede65-39e0-4084-a5da-85c0c82dc8b4,057223,FERNVALE LINK,026051,GERALD DRIVE,020065,GERALD DRIVE,020070,GERALD DRIVE
e28a06ea-5ea4-4d00-be9a-98ea9678af40,055085,FERNVALE LANE,055087,FERNVALE LANE,055082,FERNVALE LANE,055078,FERNVALE LANE
a161e4b5-2ba7-43e9-8f5e-86472e0e32ef,056463,SENGKANG WEST WAY,055233,SENGKANG WEST WAY,056469,SENGKANG WEST WAY,056464,SENGKANG WEST WAY
edead1e0-68f4-4346-8e26-4da8516da306,057230,SENGKANG WEST WAY,057218,FERNVALE LINK,057217,FERNVALE LINK,056609,SENGKANG WEST WAY
aa8be979-4ed7-4789-a796-989c44e0d45e,057206,FERNVALE LINK,057219,FERNVALE LINK,057215,FERNVALE LINK,057217,FERNVALE LINK
47fba4d8-631b-469b-9771-61e2708fe88e,026279,EDGWARE ROAD,055072,REGENT STREET,026715,EDGWARE ROAD,055071,REGENT STREET
8968ff02-bee5-4ddf-a5e1-188d1fb8b0e3,032661,SUNRISE WAY,032643,SUNRISE WAY,050015,SUNRISE DRIVE,050009,SUNRISE WAY
c5a737ed-c3e8-463a-813e-c2f052756376,050955,TAMARIND ROAD,050935,TAMARIND ROAD,000821,YIO CHU KANG ROAD,000822,YIO CHU KANG ROAD
45531c6f-0204-4694-99b0-318240696814,021741,YIO CHU KANG ROAD,050955,TAMARIND ROAD,050935,TAMARIND ROAD,021742,YIO CHU KANG ROAD
dd4e79b5-4111-4ddb-a6e1-b0e95a686230,055084,SELETAR ROAD,056487,SELETAR ROAD,055107,SELETAR ROAD,055108,YIO CHU KANG ROAD
258f2801-12e6-41d0-ae3f-5652258949ee,029482,DEDAP ROAD,028622,DEDAP ROAD,029452,DEDAP ROAD,029451,DEDAP ROAD
2034190c-a82b-4825-a8ae-63458145fbae,050016,CACTUS ROAD,050484,CACTUS CRESCENT,050007,CACTUS ROAD,050006,CACTUS CRESCENT
01d81814-173d-4a5b-997f-9c4c52bc4f83,033505,T1 LINK WEST,033803,T1 BASEMENT DRIVE,034840,T1 BASEMENT DRIVE,033515,T1 LINK WEST
5e9ff24d-af59-4c34-8a5d-9701c48722cc,033668,AIRPORT BOULEVARD,033990,T2 BOULEVARD,034502,T2 ARRIVAL DRIVE,035112,T2 DEPARTURE DRIVE
045f0a5b-ede4-46c7-a0a2-530c09cfd1a2,027453,TAMPINES EXPRESSWAY,054913,EDGEDALE PLAINS,047473,EDGEDALE PLAINS,046696,EDGEDALE PLAINS
